This column has important keywords, like level name, intro, deaths, end. And alt version for platforms alt-c64 alt-speccy alt-amiga alt-atari (default is CPC with no tag, alt must be after)	Comment (give about about the context of the sentence)	Original french text	Translation ENGLISH	Initial of translator	Word check. Should be less than 168	Translation SPANISH	Initial of translator	Word check. Should be less than 168	Translation ITALIAN	Initial of translator	Word check. Should be less than 168	Translation GREEK	Initial of translator	Word check. Should be less than 168	Translation GERMAN	Initial of translator	Word check. <168	Translation POLISH	Initial of translator	Word check. <168	Translation MALTESE	Initial of translator	Word check. <168	mt
		Y'a une vieille seringue qui traîne. Je tente de la ramasser mais je me fais toucher par ce tas de merde et je M'EFFONDRE. C'est quoi ce bordel putain ?	There’s an old syringe lying around. I try to pick it up but I get hit by this piece of shit and I COLLAPSE. What the fuck is this?	CLIVE CK	131	Hay una vieja jeringuilla en el suelo. Trato de recogerla, pero me toca este pedazo de mierda y COLAPSO. ¿Qué demonios es esto?	miguelsky robcfg trocoloco	127	C'è una vecchia siringa in giro. Sto cercando di raccoglierla, ma vengo colpito da questo pezzo di merda e CROLLO. Che cazzo sta succedendo?	Mr. DVG	140	Βλέπω μια παλιά σύριγγα. Προσπαθώ να την πάρω, αλλά ο σκατιάρης με χτυπάει και ΚΑΤΑΡΡΕΩ. Τι στον πούτσο είναι αυτό το πράγμα;	msg/SK	125	Auf dem Boden liegt eine ranzige Spritze. Ich bücke mich, um sie aufzuheben, aber der Schleimklops trifft mich. Ich SACKE ZUSAMMEN. Was zum Teufel ist das?	Yth	155	Jakieś stare strzykawki leżą wokół na podłodze. Starałem się je podnieść, ale ta zmodyfikowana masa dosięga mnie i UPADAM natychmiast w bezruchu...	PS2 SP	147	Hemm xi siringa qodma li jinsabu madwar. I ppruvaw li pick it up iżda I am jintmessu mill din il-biċċa ta 'shit u jien xxejjen lili. X'inhu l-fuck fucking?		155	Loading...
		J'essaie de le frapper au visage mais quand ma main entre en contact avec sa tête, je sens comme un poison envahir mon corps... Je M'EFFONDRE juste après.	I try to hit him in the face but when my hand comes into contact with his head, I feel like a\n poison is invading my body...\n I COLLAPSE right after.	CLIVE CK	151	Intento golpearle en la cara, pero al entrar en contacto, siento como un veneno invadiendo mi cuerpo... COLAPSO justo después.	miguelsky robcfg trocoloco	126	Provo a colpirlo in faccia, ma appena la mia mano viene a contatto con la sua testa, avverto come un veleno che invade il mio corpo... COLLASSO subito dopo!	Mr. DVG	156	Προσπαθώ να τον χτυπήσω στο πρό--σωπο, αλλά μόλις έρχεται το χέρι σε επαφή με το κεφάλι του, νιώθω κά--τι σαν δηλητήριο να εισχωρεί στο σώμα μου...ΚΑΤΑΡΡΕΩ.	msg/SK	156	Ich boxe ihm ins Gesicht, aber kaum berührt meine Hand seine Haut, spüre ich, wie Gift in meinen Körper eindringt... Nur kurz danach FALLE ich UM.	Yth	146	Staram się uderzyć go w twarz, ale kiedy moja ręka dotyka jego głowy, czuję jak jakaś trucizna atakuje moje ciało i... Natychmast po tym UPADAM.	PS2 SP	144	I jippruvaw hit lilu fil-wiċċ iżda meta naħa tiegħi f'kuntatt bir-ras tiegħu, inħoss bħal velenu jinvaduh korp tiegħi ... I xxejjen me dritt wara.		146	Nipprova li tolqot lilu fil-wiċċ tiegħu imma meta idejn tiegħi jiġi f'kuntatt ma 'ras tiegħu, inħoss bħal velenu biex tinvadi ġisem tiegħi ... Jien simpting biss wara.
end		C'est l'autre main qu'il a levé Tu fais pas semblant d’être con toi. En attendant, je me fais infecter tête de con. Encore MORT à cause de toi crevard !	He raised the opposite hand.\n You really are an asshole.\n In the meantime, I’m getting\n infected, dickhead.\n DEAD again because of you!	CLIVE CK	139	Es la otra mano la que ha levantado, empanao. Entre tanto me infecta, cabeza de chorlito. ¡Otra vez MUERTO por tu culpa!	miguelsky robcfg trocoloco	120	E`l'altra mano che ha alzato. Ma sei stronzo o cosa? Nel frattempo mi ha infettato, brutta testa di cazzo! Sono di nuovo MORTO per colpa tua!	Mr. DVG	141	Το άλλο χέρι σήκωσε. Είσαι βλαμμένος ή απλώς το παίζεις βλαμμέ--νος; Εν τω μεταξύ, παλιομαλάκα, μολύνθηκα από το πλάσμα. Ξανά ΝΕΚΡΟΣ, εξαιτίας σου!	msg/SK	147	Es hebt die andere Hand. Den Idioten spielst Du nicht nur vor, wie? Mittlerweile wurde ich infiziert. Schon wieder wegen Dir Torfkopp TOT!	Yth	138	On podnosi drugą rękę i... no kurde, stary, Ty chyba jesteś śli--mak! Dotyka mnie i zostaję zainfe--kowany czymś śmiertelnym. Znowu UMIERAM przez Twoją nieudolność!	PS2 SP	164	Dan huwa l-naħa l-oħra huwa titneħħa Inti ma jippretendux li huma con għalik. Sadanittant, jien jkollna kap jinfettaw con. crevard MEWT Still minħabba int!		155	Huwa l-naħa l-oħra huwa neħħi inti ma jippretendux li tkun con inti. Fil-frattemp, jien infettaw con. Still mejta minħabba inti Crevird!
Level53		Original french text. Uppercases words appear in Yellow in game, so keep them uppercase. 	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.	add your initials in that cell		ROJO = Sin traducir ORANGE = Traducido Verde = traducido y verificado.	add your initials in that cell		ROSSO = Non tradotto ARANCIONE = Tradotto Verde = Tradotto e verificato.	add your initials in that cell		ΚΟΚΚΙΝΟ = Χωρίς μετάφραση ORANGE = Μεταφράστηκε Πράσινο = Μεταφρασμένη και επαλήθευσε.	add your initials in that cell		ROT = Nicht übersetzt ORANGE = Übersetzt Grün = übersetzt und verifiziert.	auto	74	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.		74	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.		74	Test oriġinali Franċiż. Kliem ta 'uppercases jidhru fl-isfar fil-logħba, u għalhekk żommhom uppercase. 
intro	This is another boss, a nazi chief for experiment center.	J'arrive au bout du couloir et j'arrive pas à croire ce que je vois. Une sorte de fantôme flotte dans les airs. Il a l'allure d'un humain en uniforme.	I get to the end of the hall and I can’t believe what I’m seeing.\n A sort of ghost floats in the air.\n It looks like a human in uniform.	CLIVE CK	138	Llego al final del pasillo y no puedo creer lo que veo. Una especie de fantasma flota en el aire. Tiene el aspecto de un humano en uniforme.	miguelsky robcfg trocoloco	140	Arrivo in fondo al corridoio e non riesco a credere ai miei occhi. Una specie di fantasma che fluttua nell'aria. Sembra un essere umano in uniforme.	Mr. DVG	148	Φτάνω στο τέλος του διαδρόμου και δεν πιστεύω αυτό που αντικρίζω. Ένα φάντασμα αιωρείται στον αέρα. Μοιαζει με ένστολο άνθρωπο.	msg/SK	127	Ich erreiche das Ende der Halle und kann nicht glauben, was ich sehe. Eine Art Geist schwebt in der Luft. Sieht wie ein Typ in Uniform aus.	Yth	139	Przechodzę do końca korytarza i nie mogę uwierzyć w to, co widzę. Coś w rodzaju DUCHA unoszącego się w powietrzu. Ma wygląd jakby... człowieka w mundurze...	PS2 SP	156	Nasal r-sala u ma nistax nemmen dak li nara. A tip ta 'ghost f'wiċċ l-ilma fl-arja. Hija għandha l-apparenza ta 'bniedem fil uniformi.		134	Wasalt fl-aħħar tal-hallway u ma nistax nemmen dak li nara. Tip ta 'fatat floats fl-arja. Huwa għandu d-dehra ta 'bniedem fl-uniformi.
		Je le reconnais, c'est SHIRO ISHII, un nazi japonais qui a fait des expériences ignobles sur des chinois. Il est mort depuis 1959 ! Qu'est ce qu'il fait là ?	I recognize him, it is SHIRO ISHII, a Japanese Nazi who did vile experiments on Chinese.\n He's been dead since 1959!\n What’s he doing here?	CLIVE CK	141	Le reconozco, es SHIRO ISHII, un nazi japonés que hacia experimentos repugnantes con chinos. ¡Está muerto desde 1959! ¿Qué está haciendo aquí?	miguelsky robcfg trocoloco	142	Lo riconosco, è SHIRO ISHII, un nazista giapponese che ha eseguito orribili esperimenti sui cinesi. E`morto nel 1959! Che ci fa qui?	Mr. DVG	132	Τον αναγνωρίζω. Είναι ο SHIRO ISHII, ενας ιάπωνας ναζί, που έκανε απαίσια πειράματα σε κινέζους. Μα πέθανε το 1959! Τι διάβολο κάνει εδώ;	msg/SK	137	Ich erkenne ihn, es ist SHIRO ISHII, ein japanischer Nazi, der abscheuliche Experimente an Chinesen gemacht hat. Aber er ist seit 1959 tot! Was macht er hier?	Phoenix Yth	158	Rozpoznaję go... To SHIRO ISHII! Japoński nazista, który robił paskudne eksperymenty na Chińczykach. Ale on nie żyje od 1959 roku!!! Co on tutaj robi?	PS3 SP2	150	Jien nammetti, huwa s Shiro Ishii, Nazisti Ġappuniż li għamel Vile esperimenti fuq Ċiniż. Huwa miet fl-1959! Dak huwa hu tagħmel hawn?		134	Nirrikonoxxiha, huwa Shiro Ishii, Nazisti Ġappuniżi li għamel l-esperjenzi ta 'l-Ignoble fuq Ċiniż. Huwa kien mejjet mill-1959! X'qed jagħmel hawn?
	The nazi is a ghost so ninja is start to have mind problem. The ghost take control of his mind. The cursor is reversed.	J'ai la tête qui bourdonne, comme s'il tentait de contrôler mon esprit. Il faut que je RESISTE Occupe-toi de lui avant qu'il ne me rende fou. Je suis confus...	My head is buzzing, as if he\n were trying to control my mind.\n I must RESIST. Take care of him\n before he drives me crazy.\n I am so confused...	CLIVE CK	147	Me estoy mareando, parece como si intentara controlar mi mente. Necesito que te RESISTAS. Ocúpate de él antes de que me vuelva loco. Estoy un poco confundido...	miguelsky robcfg trocoloco	160	Ho la testa che ronza, come se cercasse di controllare la mia mente. Devo RESISTERE! Occupati di lui prima che mi faccia impazzire. Sono confuso...	Mr. DVG	147	Το κεφάλι μου βουίζει, σαν να προσπαθεί να ελέγξει το μυαλό μου. Πρέπει να ΑΝΤΙΣΤΑΘΩ και να τον τακτοποιήσω, προτού τρελαθώ. Αρχίζω να τα χάνω...	msg/SK	145	Mein Kopf brummt, als wollte er meinen Geist kontrollieren. Ich muss WIDERSTEHEN. Halte ihn auf, bevor er mich verrückt macht. Ich bin so verwirrt...	Phoenix Yth	149	Czuję w głowie jakieś brzęcze--nie. On chyba chce kontrolować mój mózg! Staram się OPIERAĆ. Zajmij się nim zanim on sprawi, że zwariuję. Jestem zdezorientowany...	PS2 SP	162	kap tiegħi huwa żanżin, bħallikieku tipprova tikkontrolla my mind. Ikolli RESISTE Oqgħod attent minnu qabel ma jagħmel me crazy. Jien imhawwad...		145	Għandi l-ras li buzzes, bħallikieku huwa ppruvaw biex jikkontrollaw fehma tiegħi. Irrid nirreżisti mingħandek qabel ma ma jmurx miġnun. Jien imhawwad...
	Ninja start to become mad, so he hear strange things, like horse.	J'ai la tête qui me fait mal. Je tente de le frapper. Mais il s'échappe. Ca commence à tourner. Tu entends les CHEVAUX ?	My head hurts. I try to hit him, but he escapes. Everything starts to spin. Do you hear the HORSES?	CLIVE CK	99	Me estalla la cabeza. Intento golpearle. Pero se escapa. Todo empieza a girar. ¿Oyes los CABALLOS?	miguelsky robcfg trocoloco	98	Ho la testa che mi fa male. Provo a colpirlo, ma lui scappa! Ora mi inizia a girare forte! Li senti i CAVALLI al galoppo?	Mr. DVG	121	Με πονάει το κεφάλι μου. Παλεύω να τον χτυπήσω, αλλά με αποφεύγει. Αρχίζει να γυρνάει. Ακούς τα ΑΛΟΓΑ;	msg/SK	102	Mein Kopf tut weh. Ich versuche ihn zu schlagen, aber er schwebt einfach zur Seite. Alles dreht sich. Hörst du auch PFERDE?	Yth	123	Głowa zaczyna mnie boleć. Próbuję go uderzyć, ale on ucieka. Wszystko zaczyna wirować dookoła. Powiedz, słyszysz pędzące KONIE?	PS2 SP	127	my head jolqot lili. I ippruvaw hit lilu. Imma hu taħrab. Huwa jibda biex inbiddlu. Inti tisma 'l-HORSE?		104	Għandi r-ras li jolqotni. Nipprova laqatlu. Imma hu jaħrab. Dan jibda jdur. Tisma 'żwiemel?
	continue to become really mad, and see a train	Son crâne s’étire et disparaît. Ses cheveux restent dans ma main mais partent en fumée. Il y a des lumières qui s'approchent, c'est peut être un TRAIN ?	His skull stretches and disappears. His hair stays in my hand but goes up in smoke.\n There are lights approaching,\n maybe it’s a TRAIN?	CLIVE CK	137	Su cabeza se estira y desaparece. Su pelo queda en mi mano pero se convierte en humo. Unas luces se acercan, ¿podría ser un TREN?	miguelsky robcfg trocoloco	129	Il suo cranio si allunga e scompare. I suoi capelli rimangono nella mia mano, ma vanno in fumo. Ci sono delle luci che si avvicinano, forse è un TRENO?	Mr. DVG	151	Το κρανίο του τεντώνει και μετά εξαφανίζεται. Τα μαλλιά του μένουν στο χέρι μου και μετά γίνονται καπνός. Βλέπω φώτα να πλησιάζουν. Μήπως είναι ένα ΤΡΕΝΟ;	msg/SK	154	Sein Schädel zieht sich lang und verschwindet. Nur sein Haar bleibt in meiner Hand, löst sich aber in Rauch auf. Lichter kommen auf mich zu; ist das ein ZUG?	Yth	157	Jego czaszka rozciąga się i znika. Jego włosy mam niby wciąż w ręku, ale znikają jakby w dymie. Zbliżają się jakieś światła... Czy to może nadjeżdża POCIĄG?	PS2 SP	156	meded kranju tiegħu u tisparixxi. xagħar tiegħu għadu fl-idejn tiegħi iżda fil-duħħan. huma hemmhekk dwal toqrob, jista 'jkun FERROVIJA?		136	Loading...
		Je ramasse un flacon posé dans un coin. Je sens que je tombe dans le vide. Les démons m'attirent vers le fond... Je ne vais pas leur RESISTER...	I pick up a bottle placed in\n a corner. I feel that I fall\n into a void. The demons draw\n me towards the bottom...\n I will not RESIST them...	CLIVE CK	145	Agarro un frasco que hay en un rincón. Siento que caigo en el vacío. Los demonios me atraen hacia el fondo... No voy a RESISTIR...	miguelsky robcfg trocoloco	130	Raccolgo un flacone riposto in un angolo. Sento come se stessi cadendo nel vuoto. I demoni mi attirano verso il fondo... Non RESISTERO` a loro...	Mr. DVG	145	Παίρνω ένα μπουκάλι που βρήκα σε μια γωνία. Νοιώθω σαν να πέφτω στο κενό. Οι δαίμονες με καλούν στην άβυσσο...δεν θα τους ΑΝΤΙΣΤΑΘΩ...	msg/SK	134	Ich nehme eine Flasche aus der Ecke. Ich fühle, wie ich in eine Leere stürze. Dämonen ziehen mich nach unten... Ich kann mich NICHT WEHREN...	Phoenix Yth	141	Podnoszę mały flakonik stojący w rogu. Czuję, że zapadam się w próżnię. Demony ściągają mnie w dół... NIE DAM RADY im się przeciwstawić...	PS2 SP	138	I pick up flixkun mqiegħda fil-kantuniera. Inħoss li jien jaqgħu fil-vojt. Demons jattiraw me isfel ... Jien ma jmur RESIST tagħhom ...		135	I pick up flixkun maħluqa fil-kantuniera. Inħoss li naqa 'fil-vojt. Il-demons jiġbdu lili lejn il-qiegħ ... I mhux se jirreżistu minnhom ...
		Dans un élan de LUCIDITE je lance le flacon sur le spectre. Tout explose dans un nuage vert. Je commence a reprendre mes esprits.	In a burst of LUCIDITY I throw the bottle on the spectre. Everything explodes in a\ngreen cloud, and I begin to\n regain my mind.	CLIVE CK	129	En un momento de LUCIDEZ lanzo el frasco sobre el espectro. Todo explota en una nube verde. Empiezo a recobrar la razón.	miguelsky robcfg trocoloco	120	In un lampo di LUCIDITA`scaglio il flacone sullo spettro. Tutto esplode in una nube verde. Comincio a riprendere il controllo della mente.	Mr. DVG	138	Σε μια στιγμή ΔΙΑΥΓΕΙΑΣ, πετάω το μπουκάλι στο φάντασμα. Όλα σκάνε και γίνονται ένα πράσινο σύννεφο. Αρχίζω και ξαναβρίσκω τα λογικά μου.	msg/SK	137	In einem kurzen Moment von KLARHEIT schleudere ich die Flasche auf die Erscheinung. Sie explodiert in einer grünen Wolke. Meine Sinne sortieren sich wieder.	Yth	156	W nagłym przypływie ŚWIADOMOŚCI rzucam flakonem w zjawę. Wszystko wybucha w zielonej chmurze. A ja po--woli zaczynam odzyskiwać kontrolę nad moim umysłem.	PS2 SP	154	B'mod xieraq ta 'LUCIDITE I tarmi l-flixkun fuq l-ispettru. tisplodi kollox fi sħaba aħdar. I bdew biex tiġbed myself flimkien.		127	Fil-momentum ta 'lucidity I tniedi l-flixkun fuq l-ispettru. Kollox jisplodi fi sħaba ħadra. Nibda nikseb moħħi.
		Je ne sais pas ce qu'il se passe ici, mais c'est vraiment étrange. J'ai déjà entendu parler du monde des esprits, mais c'est la 1ère fois que j'y suis confronté.	I don’t know what’s going on here, but it’s really strange. I’ve heard of the spirit world before, but this is the first time I’ve had to deal with it.	CLIVE CK	151	No sé qué está pasando aquí, pero es muy extraño. Había oído hablar del mundo de los espíritus, pero es la primera vez que me enfrento a él.	miguelsky robcfg trocoloco	140	Non so cosa stia succedendo qui, ma è tutto davvero strano. Ho già sentito parlare del mondo degli spiriti, ma è la prima volta che mi ci trovo dentro.	Mr. DVG	151	Δεν ξέρω τι διάολο συμβαίνει ε--δώ, αλλά είναι σίγουρα αξιοπερίερ--γο. Έχω ξανακούσει για τον κόσμο των πνευμάτων, αλλά πρώτη φορά πρέ--πει να κάνω νταραβέρι με αυτόν.	msg/SK	167	Ich weiß nicht, was hier los ist, aber das ist echt schräg. Gehört habe ich von der Geisterwelt natürlich schon, aber Kontakt hatte ich bisher noch nicht.	Yth	154	Nie wiem, co tu się dzieje, ale to jest naprawdę dziwne. Słyszałem już o ŚWIECIE DUCHOWYM i duchach, ale to jest pierwszy raz, kiedy mam z tym do czynienia.	PS2 SP	156	I do not know x'inhu għaddej hawn, imma huwa verament stramba. Smajt id-dinja ispirtu, iżda dan huwa l-ewwel darba I jiffaċċjaw.		128	Ma nafx x'qed jiġri hawn, imma huwa tassew strambi. Diġà smajt dwar id-dinja tal-ispirti, imma hija l-ewwel darba li niffaċċjaha.
deaths		J'attrape un vieux ciseau qui traîne par là et je le plante dans le spectre qui s'évapore, mais je sens qu'il pénètre mon esprit et me ronge. Je M'EFFRONDRE...	I grab some old scissors that are lying around and plant them in the evaporating ghost, but I feel it penetrating my mind and gnawing\n at me. I FALL APART...	CLIVE CK	158	Agarro unas viejas tijeras y las clavo en el espectro que se desvanece, pero siento que entra en mi mente y me devora. ME DESPLOMO...	miguelsky robcfg trocoloco	133	Prendo una vecchia forbice nei paraggi e infilzo lo spettro! Lui evapora, ma sento che entra nella mia mente e me la divora. CROLLO A PEZZI...	Mr. DVG	142	Αρπάζω ένα παλιό ψαλίδι που βρί--σκω τριγύρω και το φυτεύω στο φά--ντασμα που εξαϋλώνεται. Αλλά το νιώ--θω να εισχωρεί βίαια στο μυαλό μου και να μου το διαλύει. ΚΑΤΑΡΡΕΩ	msg/SK	170	Ich schnappe mir eine rostige Schere und stecke sie ins dunstige Gespenst, aber ich fühle, wie es meinen Geist durchdringt und an ihm nagt. ICH ZERFALLE...	Yth	155	Łapię stare nożyce leżące obok i wsadzam je w ducha, który się ulatnia. Czuję, że to coś penetruje mój umysł i wżera się we mnie... ROZPADAM SIĘ na cząstki...	PS2 SP	158	I grab skarpell qodma li drags flimkien u jien impjant fl-ispettru li jevapora, iżda inħoss dan jidħol my mind u gnaws fil lili. Me ... I EFFRONDRE		147	I qabda chisel qodma li mkaxkra hemm u I pjanti fl-ispettru li jevapora, imma inħoss li dan jippenetra fehma tiegħi u ħerqana. Qed naħdem ...
